no,status,first_shown,shown_count,id,name_ja,name_en,domain,domain_top,difficulty,thinkers,related,summary,seed,Obsidian
76,既出,2026/6/15,1,monad,モナド,Monad,近代哲学,近代哲学,3,ライプニッツ,spinoza; descartes; ontology,ライプニッツが『モナドロジー』で提示した、宇宙を構成…,ライプニッツが『モナドロジー』で提示した、宇宙を構成する 独立な実体の単位。窓のないモナドどうしが予定調和で全体を 成すという、独創的な多元論的形而上学。,
77,既出,2026/7/17,1,emergent_abilities,創発能力,Emergent Abilities,AI・大規模言語モデル,AI,2,AI 研究者群,foundation_model; emergence; hallucination,大規模言語モデルが規模を拡大する過程で、明示的に訓練…,大規模言語モデルが規模を拡大する過程で、明示的に訓練 していない能力を突如示す現象。創発概念の AI への応用、 しかし測定方法依存とする批判もある論争中の現象。,
78,既出,2026/7/23,1,hallucination,ハルシネーション,Hallucination,AI・LLM,AI,1,AI 研究者群,foundation_model; alignment_problem; abduction,大規模言語モデルが事実に反する内容を自信を持って生成…,大規模言語モデルが事実に反する内容を自信を持って生成 する現象。確率的言語モデルの本質的傾向であり、検証・ グラウンディング・安全性研究の中心課題。,
79,既出,2026/6/27,1,complex_systems,複雑系,Complex Systems,システム論・複雑性科学,システム論,2,ジョン・ホランド; サンタフェ研究所,emergence; network_science; dissipative_structure,多数の要素が局所的に相互作用し、全体として予測困難な…,多数の要素が局所的に相互作用し、全体として予測困難な 振る舞いを示すシステム。ホランドらが研究、適応・創発・ 自己組織化を主要キーワードとする学際領域。,
80,既出,2026/7/18,1,feedback_loop,フィードバックループ,Feedback Loop,システム論,システム論,1,サイバネティクス研究者群,cybernetics; homeostasis; systems_thinking,システムの出力が入力に戻って次の挙動を変える循環構造,システムの出力が入力に戻って次の挙動を変える循環構造。 正のフィードバックは増幅、負のフィードバックは安定化に 働く—サイバネティクスと組織論の基本機構。,〇
81,既出,2026/5/27,1,mcluhan,マクルーハン,McLuhan,メディア論,メディア論,2,マーシャル・マクルーハン,medium_is_the_message; simulacra; multimodal_communication,『メディア論』『グーテンベルクの銀河系』でメディアを…,『メディア論』『グーテンベルクの銀河系』でメディアを 文化の決定要因として論じたカナダ出身の理論家。 電子メディアによる地球村の到来を 60 年代に予言した。,
82,既出,2026/7/4,1,medium_is_the_message,メディアはメッセージ,The Medium is the Message,メディア論,メディア論,2,マーシャル・マクルーハン,mcluhan; multimodal_communication; ontology,マクルーハンの最も有名な命題,マクルーハンの最も有名な命題。重要なのは伝達されるコンテンツ ではなく、メディアそのものが感覚比率・思考様式を変えると いう主張。デジタル時代のメディア論の出発点。,
83,既出,2026/6/6,1,habitus,ハビトゥス,Habitus,社会学,社会学,2,ピエール・ブルデュー,embodiment; tacit_knowledge,社会的環境を通じて身体に刻まれた性向の体系,社会的環境を通じて身体に刻まれた性向の体系。 意識せずに行動を方向づける、構造と主体を媒介する概念。,
84,既出,2026/7/24,1,panopticon,パノプティコン,Panopticon,社会思想,社会思想,2,ベンサム; ミシェル・フーコー,habitus,中央から全体を一望監視できる施設構造,中央から全体を一望監視できる施設構造。 フーコーが近代の規律権力の象徴として再解釈し、 「見られることで自己規律する」主体を分析。,
85,既出,2026/9/21,1,hedgehog_and_fox,ハリネズミと狐,The Hedgehog and the Fox,社会思想,社会思想,1,アイザイア・バーリン; アルキロコス; フィリップ・テトロック,heuristics; black_swan; dual_process_theory; falsifiability; isaiah_berlin_pluralism,「狐は多くを知り、ハリネズミは一つの大きなことを知る」,「狐は多くを知り、ハリネズミは一つの大きなことを知る」。バーリンが トルストイ論で用いた分類だが、後にテトロックが専門家の予測精度を 測ったところ、単一の大理論に依拠するハリネズミ型より、複数の枠組みを 使い分ける狐型の方が当たることが示された。経営判断における理論への 態度を考える補助線になる。,
86,既出,2026/5/6,1,grounded_theory,グラウンデッド・セオリー,Grounded Theory,社会科学方法論,社会科学方法論,2,グレイザー; ストラウス,qualitative_research; ethnography,既存の理論から仮説を演繹するのではなく、データに密着…,既存の理論から仮説を演繹するのではなく、データに 密着しながら理論を生成する質的研究の方法論。,
87,既出,2026/5/13,1,qualitative_research,質的研究,Qualitative Research,社会科学方法論,社会科学方法論,1,デンジン; リンカン,grounded_theory; ethnography,数量化を主目的とせず、意味・経験・文脈の理解を重視す…,数量化を主目的とせず、意味・経験・文脈の理解を 重視する研究アプローチ。インタビュー、参与観察、 エスノグラフィーなどの手法群。,〇
88,既出,2026/6/7,2,metacommunication,メタコミュニケーション,Metacommunication,コミュニケーション論・人類学,コミュニケーション論,2,グレゴリー・ベイトソン,language_game; communicative_competence; dual_process_theory,『これは遊びだ』のように、メッセージそのものについて…,『これは遊びだ』のように、メッセージそのものについて 伝えるコミュニケーション。動物の遊びと精神病理の研究から 抽出した、関係を規定する論理階型。,〇
89,既出,2026/8/21,1,multimodal_communication,マルチモーダルコミュニケーション,Multimodal Communication,コミュニケーション論・記号論,コミュニケーション論,2,ガンサー・クレス; テオ・ファン・ルーウェン,language_game; embodied_cognition,言語だけでなく、身振り・図像・音・空間配置などを統合…,言語だけでなく、身振り・図像・音・空間配置などを 統合的に用いる伝達様式。意味は単一モードでは閉じず、 複数の様式の重なりとして生成される。,〇
90,既出,2026/6/26,1,empathic_understanding,共感的理解,Empathic Understanding,人間性心理学,人間性心理学,1,カール・ロジャース,active_listening; theory_of_mind; dialogical_self,相手の内的世界を、あたかも自分のものであるかのように…,相手の内的世界を、あたかも自分のものであるかのように 感じ取る能力。ロジャースが人間性心理学の中核に置き、 対話と治療の前提条件として位置づけた『as if』性。,〇
91,既出,2026/6/19,1,ontology,オントロジー,Ontology,哲学・情報科学,哲学,2,アリストテレス; トマス・グルーバー,knowledge_informatics; conceptual_metaphor,存在を分類し関係を記述する形式的な体系,存在を分類し関係を記述する形式的な体系。 情報科学では、ある領域の概念と関係を機械可読な形で共有する 仕組みとして知識基盤に応用される。,〇
92,既出,2026/7/26,1,vitalism,生気論,Vitalism,哲学・生物学史,哲学,2,ゲオルク・エルンスト・シュタール; グザヴィエ・ビシャ; アンリ・ベルクソン; ハンス・ドリーシュ,descartes; embodiment; autopoiesis; milieu_interieur; maturana_varela,生命現象は物理・化学法則だけでは説明できず、生命に固…,生命現象は物理・化学法則だけでは説明できず、生命に固有の 「生気（vital force / élan vital）」の介在を要するとする立場。 18-19 世紀にデカルト機械論への対抗として台頭し、身体を機械の アナロジーで捉える還元主義を批判した。20 世紀初頭にドリーシュ、 ベルクソンによる再構築（entelechy / élan vital）を経て、現代 生物学では否定される一方、身体を全体性のもとに捉える視座は ホメオスタシス / autopoiesis / enactivism / interoception の 系譜に間接的に継承されている。心身二元論と機械論の狭間で 「生きた身体」をどう捉えるかという問いの原型を示す概念で、 Arikha が interoceptive turn の哲学的前史として言及する。,
93,既出,2026/8/23,1,multi_alignment,マルチアライメント,Multi-Alignment,国際関係論,国際関係論,2,ナレンドラ・モディ; スブラフマニアン・ジャイシャンカル; タゴール; ネルー,advaita_vedanta; blue_ocean_strategy; ess,「同類ではないが敵でもない」位置取りを複数の主要国に…,「同類ではないが敵でもない」位置取りを複数の主要国に対して 同時に保つ外交戦略。非同盟運動（バンドン会議 1955、ネルー）の 21 世紀的進化形で、戦略的自律性を核とする。インドが米欧日豪との クアッド協力 + ロシアからの石油輸入継続 + 中国との経済関係維持 を並立させる現代的実装が典型例。タゴール的なコスモポリタニズム の系譜も思想的源流として響く。経営における含意は、複数ステーク ホルダー関係を「同盟 vs 敵」の二項で捉えず、関係の編み目として 設計する視座。,
94,既出,2026/5/7,1,extended_mind,拡張された心,Extended Mind,心の哲学,心の哲学,2,アンディ・クラーク; デイヴィッド・チャーマーズ,embodied_cognition; actor_network_theory; distributed_cognition,心は頭蓋骨の内側に閉じていない,心は頭蓋骨の内側に閉じていない。 ノート、スマホ、外的道具も認知プロセスの一部を担う。 心の境界を再定義する思考実験。,〇
95,既出,2026/5/9,1,qualia,クオリア,Qualia,心の哲学,心の哲学,3,デイヴィッド・チャーマーズ; トマス・ネーゲル,theory_of_mind,「赤い色を見ている、その感じ」のような主観的な質感,「赤い色を見ている、その感じ」のような主観的な質感。 物理的説明では捉えきれない、 意識のハードプロブレムの中心。,
96,既出,2026/8/14,1,shannon_information,情報量（シャノン情報）,Shannon Information,情報理論,情報理論,2,クロード・シャノン,entropy; chaitin_constant; computability,クロード・シャノンが1948年論文で確立した、メッセ…,クロード・シャノンが 1948 年論文で確立した、メッセージの 不確実性を bit で測る情報量の数学的定義。通信工学・暗号・ 機械学習・神経科学の基礎となる情報の単位。,〇
97,既出,2026/5/17,2,umwelt,環世界,Umwelt,生物学・現象学,生物学,2,ユクスキュル,affordance; embodied_cognition,生物がそれぞれ独自の知覚と意味のなかで生きる世界,生物がそれぞれ独自の知覚と意味のなかで生きる世界。 ダニにはダニの、人間には人間の環世界がある。 客観的世界とは異なる「主体ごとの世界」。,〇
98,既出,2026/6/9,2,augustine,アウグスティヌス,Augustine,神学・哲学,神学,2,アウグスティヌス,aquinas; apophatic_theology; plato,『告白』『神の国』を著した教父神学の最大の存在,『告白』『神の国』を著した教父神学の最大の存在。 意志・時間・記憶・恩寵という主題で、後の西欧思想史の 核を構成、近代主体観の遠源ともなる。,
99,既出,2026/6/10,1,aquinas,トマス・アクィナス,Aquinas,神学・哲学,神学,3,トマス・アクィナス,aristotle; augustine; apophatic_theology,『神学大全』で信仰と理性の総合を試みた中世スコラ哲学…,『神学大全』で信仰と理性の総合を試みた中世スコラ哲学の巨頭。 アリストテレス哲学をキリスト教神学に組み込み、 西欧の知的伝統の屋根組みを作った。,
100,既出,2026/5/23,1,schein,シャイン,Schein,組織心理学,組織心理学,1,エドガー・シャイン,career_anchor; organizational_learning; psychological_safety,組織心理学の父、MITスローン校で『組織文化とリーダ…,組織心理学の父、MIT スローン校で『組織文化とリーダー シップ』『プロセス・コンサルテーション』を著した。 文化の三層モデル、キャリア・アンカーで組織と個人を掘り下げた。,
101,既出,2026/9/1,1,career_anchor,キャリア・アンカー,Career Anchor,組織心理学,組織心理学,1,エドガー・シャイン,job_crafting; human_capital; organizational_learning,自分が本当に大切にする能力・動機・価値観の核,自分が本当に大切にする能力・動機・価値観の核。 長期キャリアの選択を導く内的な錨。 技術専門、経営管理、自律独立など 8 つの類型で示される。,
102,既出,2026/5/25,1,psychological_safety,心理的安全性,Psychological Safety,組織行動学,組織行動学,1,エイミー・エドモンドソン,servant_leadership; organizational_learning; job_crafting,対人リスクを取っても罰せられないとメンバーが信じられ…,対人リスクを取っても罰せられないとメンバーが信じられる 職場の状態。Google『Project Aristotle』で実証された、 高業績チームの共通基盤。,
103,既出,2026/9/18,1,job_crafting,ジョブ・クラフティング,Job Crafting,組織行動学,組織行動学,1,エイミー・レズネスキー; ジェーン・ダットン,career_anchor; flow_experience; human_capital,与えられた職務を、自らの強みや関心に合わせて意味的に…,与えられた職務を、自らの強みや関心に合わせて意味的に 作り変える主体的行為。タスク・関係・認知の三層で 職務を再定義する自律的な働き方。,〇
104,既出,2026/5/19,1,prospect_theory,プロスペクト理論,Prospect Theory,行動経済学,行動経済学,2,カーネマン; トヴェルスキー,behavioral_economics; heuristics,人は利得より損失に敏感で、参照点からの変化で効用を評…,人は利得より損失に敏感で、参照点からの変化で 効用を評価する。期待効用理論への根本的批判。,
105,既出,2026/9/15,1,nudge,ナッジ,Nudge,行動経済学・公共政策,行動経済学,1,リチャード・セイラー; キャス・サンスティーン,behavioral_economics; dual_process_theory,選択肢を奪わずに、人々がよりよい選択をするようそっと…,選択肢を奪わずに、人々がよりよい選択をするよう そっと後押しする設計。 デフォルト設定の変更などが代表例。,
106,既出,2026/5/5,1,emergence,創発,Emergence,複雑系科学,複雑系科学,2,プリゴジン; ホランド,dissipative_structure; extended_mind,要素の総和を超えた性質が、全体のレベルで立ち現れる現象,要素の総和を超えた性質が、全体のレベルで 立ち現れる現象。意識、生命、社会など 多層的な現実を理解する鍵。,
107,既出,2026/5/12,1,dissipative_structure,散逸構造,Dissipative Structure,複雑系科学・熱力学,複雑系科学,3,イリヤ・プリゴジン,entropy; emergence,エネルギーや物質を散逸させながら、平衡から離れた状態…,エネルギーや物質を散逸させながら、平衡から離れた 状態で秩序を維持する構造。 生命や対流もこれに含まれる。,
108,既出,2026/7/2,1,hermeneutic_dialogue,解釈学的対話,Hermeneutic Dialogue,解釈学,解釈学,3,ハンス＝ゲオルク・ガダマー,intersubjectivity; lifeworld; active_listening,ガダマー解釈学が示す、テクスト・他者との『地平の融合…,ガダマー解釈学が示す、テクスト・他者との『地平の融合』 としての対話。問いと答えの往復が解釈を深化させる構造、 傾聴と理解の哲学的基盤。,
109,既出,2026/8/10,1,quantum_computation,量子計算,Quantum Computation,計算機科学・量子物理学,計算機科学,3,リチャード・ファインマン; デイヴィッド・ドイチュ,quantum_entanglement; computability; turing,ファインマン、ドイチュらが構想、量子重ね合わせと量子…,ファインマン、ドイチュらが構想、量子重ね合わせと量子 もつれを計算資源として利用する新計算モデル。特定問題で 古典計算を指数的に凌駕しうる。,
110,既出,2026/9/16,1,heuristics,ヒューリスティック,Heuristics,認知心理学,認知心理学,1,カーネマン; トヴェルスキー; ギーゲレンツァー,dual_process_theory; behavioral_economics,完全な合理性ではなく経験則で素早く判断する戦略,完全な合理性ではなく経験則で素早く判断する戦略。 多くの場面で有効だが、系統的なバイアスも生む。,〇
111,既出,2026/5/3,2,conceptual_metaphor,概念メタファー,Conceptual Metaphor,認知言語学,認知言語学,1,ジョージ・レイコフ; マーク・ジョンソン,cognitive_linguistics; embodied_cognition,メタファーは言葉の飾りではなく、思考そのものの構造,メタファーは言葉の飾りではなく、思考そのものの構造。 「議論は戦争」「時間は金」など、抽象概念を身体経験に マッピングして理解している。,〇
112,既出,2026/8/5,1,advaita_vedanta,不二一元論,Advaita Vedanta,インド哲学,インド哲学,3,ガウダパーダ; シャンカラ; ラマーナ・マハルシ,spinoza; dao; anatman; multi_alignment,8世紀インドの哲学者シャンカラがウパニシャッドの注釈…,8 世紀インドの哲学者シャンカラがウパニシャッドの注釈で大成した ヴェーダーンタ学派の一系統。アートマン（個我）はブラフマン （宇宙の根本実在）と本質的に同一であり、差異は現象的な仮象 （マーヤー）にすぎないと説く。西洋一元論（神 - 世界の階層） とも二元論（精神 / 物質）とも異なる「不二（advaita）」の論理 は、差異を保ちながら根底でつながる構造を提示する。インドの マルチアライメント外交、ディープリスニング経営の「絶対主義と 相対主義の間」の位置取りと構造的相似が問われる概念。,
113,既出,2026/8/31,1,apophatic_theology,否定神学,Apophatic Theology / Via Negativa,キリスト教神秘主義・哲学的神学,キリスト教神秘主義,3,偽ディオニシオス; マイスター・エックハルト; トマス・アクィナス,sunyata; dao; middle_way,神は「〜ではない」という否定の積み重ねによってのみ語…,神は「〜ではない」という否定の積み重ねによってのみ 語られうる、とする神学的方法。 積極的規定を超えた究極者への接近法。,
114,既出,2026/7/29,1,systems_thinking,システム思考,Systems Thinking,システム科学・経営学,システム科学,1,ピーター・センゲ; ジェイ・フォレスター,emergence; dissipative_structure,個別事象ではなく、要素間の相互作用とフィードバックル…,個別事象ではなく、要素間の相互作用とフィードバックループで 全体を捉える思考法。線形の因果ではなく循環構造から レバレッジポイントを見出す。,〇
115,既出,2026/7/3,1,hegel,ヘーゲル,Hegel,ドイツ観念論,ドイツ観念論,3,ヘーゲル,marx; kant; nietzsche,『精神現象学』『大論理学』でドイツ観念論を頂点に導い…,『精神現象学』『大論理学』でドイツ観念論を頂点に導いた哲学者。 弁証法・絶対精神・主奴の弁証法など、その後 200 年の哲学と 社会理論を覆う巨大な体系を構築した。,
116,既出,2026/6/17,1,rhizome,リゾーム,Rhizome,ポスト構造主義,ポスト構造主義,3,ジル・ドゥルーズ; フェリックス・ガタリ,actor_network_theory,中心や階層を持たず、どこからでも接続・切断可能な地下…,中心や階層を持たず、どこからでも接続・切断可能な 地下茎のような構造。 ツリー構造（樹木）と対立する思考のモデル。,
117,既出,2026/8/15,1,educational_anthropology,教育人類学,Educational Anthropology,人類学・教育学,人類学,2,マーガレット・ミード; ジェームズ・スピンドラー,ethnography; lifeworld; business_anthropology,文化が学習や教育の場をどのように形作るかを実地調査で…,文化が学習や教育の場をどのように形作るかを実地調査で探る分野。 教室・家庭・地域社会を文化的実践として読み解き、 教える/学ぶの普遍性と差異を見出す。,
118,既出,2026/7/25,1,minakata_kumagusu,南方熊楠,Minakata Kumagusu,博物学・民俗学,博物学,2,南方熊楠,yanagita_kunio; ethnography; wild_knowledge,博物学・民俗学・粘菌研究を横断した在野の知の巨人,博物学・民俗学・粘菌研究を横断した在野の知の巨人。 『燕石考』『十二支考』で世界中の文献を縦横に引用、 生態と文化を貫く比較学的視座を開いた。,
119,既出,2026/5/4,1,i_thou,我と汝,Ich und Du / I-Thou,対話の哲学・ユダヤ思想,対話の哲学,2,マルティン・ブーバー,intersubjectivity; theory_of_mind,世界への関わり方には「我―それ」（対象として扱う）と…,世界への関わり方には「我―それ」（対象として扱う）と 「我―汝」（人格として出会う）の二つがある。 真の対話は後者においてのみ成立する。,〇
120,既出,2026/7/10,1,dialogical_self,対話的自己,Dialogical Self,対話心理学,対話心理学,2,ヒューバート・ハーマンス,intersubjectivity; i_thou; anatman,自己は単一の中心を持つ実体ではなく、複数の声（I-p…,自己は単一の中心を持つ実体ではなく、複数の声（I-positions）が 対話する内的多元体だとする心理学的モデル。 心理療法と組織論を架橋する。,〇
121,既出,2026/7/13,1,silence_in_dialogue,沈黙の意味,Meaning of Silence,対話論,対話論,2,ミハイル・バフチン,ma; active_listening; dialogical_self,沈黙は対話の欠如ではなく、応答の準備・抵抗・意味の生…,沈黙は対話の欠如ではなく、応答の準備・抵抗・意味の 生成の場である。バフチンは発話間の隙間に多声性の宿りを 見出し、対話論的人文学の鍵に据えた。,
122,既出,2026/7/11,1,pattern_language,パターンランゲージ,Pattern Language,建築・思考論,建築,2,クリストファー・アレグザンダー,tacit_knowledge; knowledge_transfer; ontology,街・建築・コミュニティの良きパターンを記述する『言語』,街・建築・コミュニティの良きパターンを記述する『言語』。 後にソフトウェア設計、組織論、教育論に拡張された、 『繰り返し現れる良い形』を記述する思考の枠組み。,〇
123,既出,2026/7/21,1,ooda_loop,OODAループ,OODA Loop,意思決定論,意思決定論,1,ジョン・ボイド,systems_thinking; dual_process_theory; abduction,Observe（観察）→Orient（状況判断）→D…,Observe（観察）→ Orient（状況判断）→ Decide（決定）→ Act（行動）の循環を高速に回す意思決定モデル。 空戦理論として開発、ビジネスにも応用された俊敏性の原理。,
124,既出,2026/7/19,1,entropy,エントロピー,Entropy,物理学・情報理論,物理学,2,ボルツマン; シャノン; プリゴジン,emergence; dissipative_structure,無秩序の度合いを表す量,無秩序の度合いを表す量。熱力学第二法則は宇宙全体の エントロピーが増大することを述べる。 時間の矢の根拠。,
125,既出,2026/5/18,1,loop_quantum_gravity,ループ量子重力,Loop Quantum Gravity,理論物理学,理論物理学,3,カルロ・ロヴェッリ; アシュテカール,emergence; entropy,時空そのものが連続体ではなく、離散的な量子で織りなさ…,時空そのものが連続体ではなく、離散的な量子で 織りなされているとする量子重力理論。 「時間は実在しない」という哲学的帰結も。,
126,既出,2026/9/9,1,homeostasis,ホメオスタシス,Homeostasis,生理学,生理学,1,ウォルター・キャノン,feedback_loop; allostasis; autopoiesis; milieu_interieur,キャノンが命名、体温・血糖・pHなど内部環境を一定範…,キャノンが命名、体温・血糖・pH など内部環境を一定範囲に 保つ生体の自己調節機構。ベルナールの内部環境概念を継承し、 生理学・医学の基本原理となる。,
127,既出,2026/6/14,1,black_swan,ブラックスワン,Black Swan,確率論・哲学,確率論,2,ナシム・ニコラス・タレブ,heuristics; prospect_theory; falsifiability,事前には予測不可能で、起きた後に振り返ると説明可能に…,事前には予測不可能で、起きた後に振り返ると説明可能に 見える極稀で衝撃的な事象。確率論的世界観への根本的 批判であり、頑健性（antifragility）への問いかけ。,
128,既出,2026/8/26,1,tipping_point,ティッピングポイント,Tipping Point,社会動態,社会動態,1,マルコム・グラッドウェル,emergence; complex_systems; feedback_loop,グラッドウェルが普及させた、量的変化が突如質的変化に…,グラッドウェルが普及させた、量的変化が突如質的変化に 転じる閾値。社会動態・流行・気候変動・組織変革の 説明枠組みとして広く使われる。,〇
129,既出,2026/5/21,1,tragedy_of_commons,共有地の悲劇,Tragedy of the Commons,社会科学・環境論,社会科学,1,ギャレット・ハーディン,prisoners_dilemma; behavioral_economics; systems_thinking,共有資源を各人が個別合理性で利用すると、全体として資…,共有資源を各人が個別合理性で利用すると、全体として 資源が枯渇する逆説。ハーディンが 1968 年に論文化、 環境問題・公共財・組織のフリーライダー問題の理論的核。,
130,既出,2026/8/18,1,knowledge_transfer,知識伝承,Knowledge Transfer,組織論・教育学,組織論,1,野中郁次郎; ハロルド・パール,tacit_knowledge; seci_model; knowledge_management,熟練者から後継者へ、暗黙知・形式知を意図的に伝える営み,熟練者から後継者へ、暗黙知・形式知を意図的に伝える営み。 マニュアル化できない技能・判断・職場文化を、 対話・観察・共同作業を通じて受け渡す。,〇
131,既出,2026/6/25,1,bayesian_inference,ベイズ推論,Bayesian Inference,統計学・認知科学,統計学,2,トマス・ベイズ,predictive_processing; free_energy_principle; heuristics,観測されたデータに照らして仮説の確率を逐次更新する推…,観測されたデータに照らして仮説の確率を逐次更新する 推論枠組み。ベイズに由来、機械学習・認知科学・予測脳 理論を貫く確率論的世界観の核心。,
132,既出,2026/7/27,1,aura,アウラ,Aura,芸術論・メディア論,芸術論,3,ヴァルター・ベンヤミン,simulacra; medium_is_the_message; mcluhan,『複製技術時代の芸術作品』でベンヤミンが提示した、原…,『複製技術時代の芸術作品』でベンヤミンが提示した、 原作品の一回性と現前性に宿る不可侵の輝き。複製技術は このアウラを解体する—メディア論と美学の交差点。,
133,既出,2026/5/2,1,linguistic_relativity,言語相対論,Linguistic Relativity / Sapir-Whorf,言語人類学,言語人類学,2,サピア; ウォーフ,cognitive_linguistics; language_game,話す言語が話者の世界の見方を規定するという仮説,話す言語が話者の世界の見方を規定するという仮説。 現代では弱い形での影響が実証的に支持されている。,
134,既出,2026/9/5,1,cognitive_linguistics,認知言語学,Cognitive Linguistics,言語学,言語学,1,ジョージ・レイコフ; ロナルド・ラネカー,conceptual_metaphor; prototype_theory,言語を独立した記号システムではなく、人間の認知の一部…,言語を独立した記号システムではなく、人間の認知の 一部とみなす言語学。意味は身体経験に根差す。,
135,既出,2026/6/20,1,turing_test,チューリング・テスト,Turing Test,計算論・AI,計算論,1,アラン・チューリング,theory_of_mind; qualia; language_game,アラン・チューリングが提案した、機械の知能を判定する…,アラン・チューリングが提案した、機械の知能を判定する 操作的基準。人間との会話で機械と気づかれなければ知性を 持つとする、AI と意識を巡る論争の起点。,
136,既出,2026/6/24,1,predictive_processing,プレディクティブ・プロセッシング,Predictive Processing,認知神経科学,認知神経科学,3,カール・フリストン; アンディ・クラーク,embodied_cognition,脳は外界を受動的に処理するのではなく、つねに予測を生…,脳は外界を受動的に処理するのではなく、 つねに予測を生成し、誤差を最小化する装置である。 自由エネルギー原理として理論化。,
137,既出,2026/5/24,1,emergent_evolution,創発進化,Emergent Evolution,進化哲学,進化哲学,3,コンウィ・ロイド・モーガン,emergence; genetic_drift; autopoiesis,進化は単純な要素の積み重ねではなく、新たな性質の出現…,進化は単純な要素の積み重ねではなく、新たな性質の出現を 伴うとするモーガンの進化哲学。物質→生命→心の階層的出現を 擁護、創発概念を進化論に導入した。,
138,既出,2026/6/23,2,genetic_algorithm,遺伝的アルゴリズム,Genetic Algorithm,進化計算,進化計算,2,ジョン・ホランド,reinforcement_learning_evolution; fitness_landscape; computability,自然選択を計算に応用した最適化手法,自然選択を計算に応用した最適化手法。ホランドが 1970 年代に 開発、変異・交叉・選択を反復し解空間を探索する進化計算の 代表的アルゴリズム。,
139,既出,2026/6/12,1,dao,道（タオ）,Dao / Tao,道家思想,道家思想,2,老子; 荘子,middle_way,名づけ得ぬ究極の原理であり、万物を生成する根源,名づけ得ぬ究極の原理であり、万物を生成する根源。 人為（作為）に対する無為自然を尊ぶ思想の中心概念。,
140,未出,,0,service_innovation,サービスイノベーション,Service Innovation,経営学・マーケティング,経営学,2,スティーブン・バーゴ; ロバート・ラッシュ,knowledge_management,顧客との価値共創を軸に、サービスシステム全体を再設計…,顧客との価値共創を軸に、サービスシステム全体を再設計する 革新の捉え方。製品中心からサービス・ドミナント・ロジックへの 視点転換を伴う。,
141,未出,,0,teal_organization,ティール組織,Teal Organization,経営学,経営学,2,フレデリック・ラルー,servant_leadership; psychological_safety; organizational_learning,自主経営・全体性・進化する目的を特徴とする組織形態,自主経営・全体性・進化する目的を特徴とする組織形態。 ラルー『ティール組織』が提示した、意識の発達段階に 対応した組織モデル。,
142,未出,,0,drucker,ドラッカー,Drucker,経営学,経営学,1,ピーター・ドラッカー,knowledge_management; organizational_learning; human_capital,『マネジメント』『プロフェッショナルの条件』など30…,『マネジメント』『プロフェッショナルの条件』など 30 余の 著作で経営学を学問として確立したオーストリア出身の 社会生態学者。組織・知識労働者・社会的責任を中核に据えた。,
143,未出,,0,business_anthropology,ビジネス人類学,Business Anthropology,経営学・人類学,経営学,2,マリエッタ・バーバ; カレン・ホー,ethnography; habitus; actor_network_theory,企業や市場をフィールドに、人類学の手法で組織文化・消…,企業や市場をフィールドに、人類学の手法で 組織文化・消費者行動・経済慣行を読み解く分野。 参与観察を通じて統計では見えない構造を可視化する。,〇
144,未出,,0,ambidexterity,両利きの経営,Ambidextrous Organization,経営学,経営学,2,チャールズ・オライリー; マイケル・タッシュマン,innovators_dilemma; organizational_learning; blue_ocean_strategy,既存事業の深化（exploitation）と新規領域…,既存事業の深化（exploitation）と新規領域の探索 （exploration）を両立させる組織能力。 不確実な環境下の持続的競争力の鍵。,〇
145,未出,,0,organizational_learning,組織学習,Organizational Learning,経営学,経営学,1,ピーター・センゲ; クリス・アージリス,seci_model; knowledge_management; psychological_safety; ambidexterity,組織がメンバー個人の学習を超えて、共有された知識・行…,組織がメンバー個人の学習を超えて、共有された知識・ 行動パターンを変容させていく過程。 『学習する組織』とダブルループ学習が古典。,〇
146,未出,,0,simulacra,シミュラークル,Simulacra,現代思想,現代思想,3,ジャン・ボードリヤール,aura; derrida; mcluhan,『シミュラークルとシミュレーション』でボードリヤール…,『シミュラークルとシミュレーション』でボードリヤールが 提示した、原本なき複製のリアリティ。記号が現実から離れ 自律的に増殖する後期資本主義の超現実を診断した。,
147,未出,,0,derrida,デリダ,Derrida,現代思想,現代思想,3,ジャック・デリダ,nietzsche; foucault; deleuze,『グラマトロジーについて』『散種』で脱構築を打ち立て…,『グラマトロジーについて』『散種』で脱構築を打ち立てた フランス系アルジェリア出身の哲学者。差延・痕跡・代補の 概念で西洋形而上学の二項対立を内側から崩した。,
148,未出,,0,nietzsche,ニーチェ,Nietzsche,現代思想,現代思想,3,ニーチェ,foucault; derrida; deleuze,『ツァラトゥストラ』『道徳の系譜』で西洋形而上学の根…,『ツァラトゥストラ』『道徳の系譜』で西洋形而上学の根本前提を 破壊した思想家。神の死・超人・永劫回帰・力への意志という 劇薬的概念で、現代思想の地下水脈となった。,
149,未出,,0,foucault,フーコー,Foucault,現代思想,現代思想,3,ミシェル・フーコー,panopticon; nietzsche; latour,『言葉と物』『監獄の誕生』『性の歴史』で知と権力の絡…,『言葉と物』『監獄の誕生』『性の歴史』で知と権力の絡み合いを 系譜学的に解剖した現代思想家。狂気・規律・統治性の歴史を 通じて、近代主体の構築過程を露わにした。,
